domain,scheme,x,rep,gen,best_fitness,mean_fitness,best_distance,mean_distance,mean_novelty
evogym,darwinian,0.5,2,16,0.47243417220310563,0.36982060412457723,7.729821762946767,5.064066224749628,0.11860809505582312
evogym,darwinian,0.5,2,17,0.47243417220310563,0.37525034602328977,7.729821762946767,5.17945913240404,0.12051776289278837
evogym,darwinian,0.5,2,18,0.47243417220310563,0.37902049053446346,7.729821762946767,5.192520947861449,0.1310991300474258
evogym,darwinian,0.5,2,19,0.47243417220310563,0.3702776607111598,7.729821762946767,5.131798724787005,0.12786505000995388
evogym,darwinian,0.5,2,20,0.47243417220310563,0.3670833435093347,7.729821762946767,5.132696023226458,0.12736600213133265
evogym,darwinian,0.5,2,21,0.47243417220310563,0.3695030617331571,7.729821762946767,5.198065476046141,0.1256720890988835
evogym,darwinian,0.5,2,22,0.486290437776511,0.37986155762029183,7.977204270172782,5.479692942692491,0.13090420052813728
evogym,darwinian,0.5,2,23,0.504501993006061,0.36632662769115554,8.74452042851623,5.5067766731286785,0.12343831790005544
evogym,darwinian,0.5,2,24,0.504501993006061,0.3646114835369815,8.74452042851623,5.465492896132555,0.12422691184894545
evogym,darwinian,0.5,2,25,0.504501993006061,0.3701565584873937,8.74452042851623,5.563624551721867,0.12584874102584884
evogym,darwinian,0.5,2,26,0.504501993006061,0.38907938097739225,8.74452042851623,5.964579444465256,0.12030200840686042
evogym,darwinian,0.5,2,27,0.530928647098527,0.3791850743608814,9.232487959978657,5.880813440796751,0.12423099655052003
evogym,darwinian,0.5,2,28,0.530928647098527,0.36512011410004636,9.232487959978657,5.58435936015297,0.12675615120987183
evogym,darwinian,0.5,2,29,0.530928647098527,0.37409675237782564,9.232487959978657,5.768522047325461,0.12478698452685452
evogym,darwinian,0.5,2,30,0.530928647098527,0.38684012028253034,9.232487959978657,6.006563644989628,0.12425169327760308
evogym,darwinian,0.5,3,0,0.4401698245055978,0.2736643570148988,4.684037559719009,1.7296940592571868,0.24678670424405502
evogym,darwinian,0.5,3,1,0.4401698245055978,0.2736643570148988,4.684037559719009,1.7296940592571868,0.24678670424405502
evogym,darwinian,0.5,3,2,0.4401698245055978,0.28204050893207905,4.684037559719009,1.850004230154316,0.21990785475041363
evogym,darwinian,0.5,3,3,0.4401698245055978,0.3272663903286284,4.684037559719009,2.456343570426589,0.1991809369246084
evogym,darwinian,0.5,3,4,0.4401698245055978,0.34067494410776383,4.684037559719009,2.77914583742327,0.18182430653834764
evogym,darwinian,0.5,3,5,0.4401698245055978,0.35232560937611657,4.70860283935403,3.2767036814762776,0.16848407322092768
evogym,darwinian,0.5,3,6,0.5363619603109121,0.29326076506594634,7.311248425593071,3.1782045375088863,0.1599356632699016
evogym,darwinian,0.5,3,7,0.5363619603109121,0.30900974402447945,7.311248425593071,3.363150657881806,0.16392412735493928
evogym,darwinian,0.5,3,8,0.5363619603109121,0.31529390764151305,7.311248425593071,3.4351985397725677,0.17076163204483732
evogym,darwinian,0.5,3,9,0.5363619603109121,0.3204500225216136,7.311248425593071,3.5018478296848663,0.17234846498986073
evogym,darwinian,0.5,3,10,0.5363619603109121,0.3250352819809249,7.311248425593071,3.629189806015588,0.16490367066018427
evogym,darwinian,0.5,3,11,0.5363619603109121,0.3295879913324379,7.311248425593071,3.750084469856026,0.16201109138019615
evogym,darwinian,0.5,3,12,0.5401285672576266,0.33136913262005646,7.576872497912841,3.83852464838482,0.16186370762235863
evogym,darwinian,0.5,3,13,0.5401285672576266,0.3261696827402847,7.576872497912841,3.7115692533445768,0.1658364814950083
